name,abbrv,color,affiliation,coauthored
Theophilus Benson,T. Benson,#00bfff,Brown University,1
Xiangnan Kong,X. Kong,#32CD32,Worcester Polytechnic Institute,1
Chaokun Wang,C. Wang,#32CD32,Tsinghua University,1
Xiaojun Ye,X. Ye,#32CD32,Tsinghua University,1
Mara Abel,M. Abel,#ffc0cb,UFRGS,1
Rafael Prikladnicki,R. Prikladnicki,#00bfff,PUC-RS,1
André van der Hoek,A. van der Hoek,#00bfff,University of California - Irvine,1
Jason Lowe-Power,J. Lowe-Power,#00bfff,University of California - Davis,1
Miroslaw Truszczynski,M. Truszczynski,#32CD32,University of Kentucky,1
Alessandro Garcia,A. Garcia,#00bfff,PUC-RIO,1
Fernando Filho,F. Filho,#00bfff,none,1
Eduardo Figueiredo,E. Figueiredo,#00bfff,UFMG,1
Sérgio Soares,S. Soares,#00bfff,UFPE,1
Cecília Rubira,C. Rubira,#00bfff,none,1
Ran Duan,R. Duan,#ffff00,Tsinghua University,1
Ruiping Wang,R. Wang,#32CD32,Chinese Academy of Sciences,1
Wangmeng Zuo,W. Zuo,#32CD32,Harbin Institute of Technology,1
Kevin Bowyer,K. Bowyer,#32CD32,none,1
Chris Evans,C. Evans,#00bfff,University College London,0
Weidong Shi,W. Shi,#00bfff,University of Houston,1
Gerardo Aragon-Camarasa,G. Aragon-Camarasa,#ffc0cb,University of Glasgow,1
J. Siebert,J. Siebert,#ffc0cb,none,1
Nathan Netanyahu,N. Netanyahu,#32CD32,none,0
Kaleem Siddiqi,K. Siddiqi,#32CD32,McGill University,1
Daniele Braga,D. Braga,#00bfff,Politecnico di Milano,1
Alain Trémeau,A. Trémeau,#32CD32,Université Jean Monnet,0
Ramesh Karri,R. Karri,#00bfff,New York University,1
Mikhail Belkin,M. Belkin,#32CD32,Ohio State University,1
Kevin Buchin,K. Buchin,#ffff00,TU Eindhoven,1
Pooyan Jamshidi,P. Jamshidi,#d3d3d3,University of South Carolina,1
Thomas Conte,T. Conte,#00bfff,none,1
Marco Molinaro,M. Molinaro,#ffff00,PUC-RIO,1
Peter Hubwieser,P. Hubwieser,#d3d3d3,TU Munich,1
George Bekey,G. Bekey,#ffc0cb,none,0
Diego Amancio,D. Amancio,#32CD32,none,1
Sandra Aluísio,S. Aluísio,#32CD32,none,1
Charles Owen,C. Owen,#ffc0cb,none,0
Richard Mann,R. Mann,#ffc0cb,University of Waterloo,0
Ioannis Mitliagkas,I. Mitliagkas,#32CD32,University of Montreal,1
Alberto Raposo,A. Raposo,#ffc0cb,PUC-RIO,1
Joaquim Jorge,J. Jorge,#ffc0cb,none,1
Alexander Waibel,A. Waibel,#32CD32,none,1
Bonnie Nardi,B. Nardi,#ffc0cb,none,1
Hamid Ekbia,H. Ekbia,#ffc0cb,none,1
Lars Kulik,L. Kulik,#ffc0cb,University of Melbourne,1
Egemen Tanin,E. Tanin,#00bfff,University of Melbourne,1
Jenny Waycott,J. Waycott,#ffc0cb,University of Melbourne,1
Jianzhong Qi,J. Qi,#00bfff,University of Melbourne,1
Alexander Lex,A. Lex,#ffc0cb,University of Utah,1
Naghmeh Karimi,N. Karimi,#00bfff,Univ. of Maryland - Baltimore County,0
Wei-Chung Hsu,W. Hsu,#00bfff,National Taiwan University,1
Gang Tan,G. Tan,#00bfff,Pennsylvania State University,1
Jean Goubault-Larrecq,J. Goubault-Larrecq,#ffff00,Ecole Normale Superieure de Cachan,0
Larissa Meinicke,L. Meinicke,#ffff00,University of Queensland,1
Carroll Morgan,C. Morgan,#ffff00,UNSW,1
Nicola Santoro,N. Santoro,#d3d3d3,Carleton University,1
Paola Flocchini,P. Flocchini,#d3d3d3,University of Ottawa,1
Linda Pagli,L. Pagli,#d3d3d3,University of Pisa,1
Fabrizio Luccio,F. Luccio,#32CD32,University of Pisa,1
Mathias Kölsch,M. Kölsch,#ffc0cb,Naval Postgraduate School,0
Erez Petrank,E. Petrank,#00bfff,Technion,1
Eran Omri,E. Omri,#ffff00,Ariel University,1
Leonard Manzara,L. Manzara,#d3d3d3,University of Calgary,1
Jalal Kawash,J. Kawash,#d3d3d3,University of Calgary,1
Chandra Kambhamettu,C. Kambhamettu,#32CD32,University of Delaware,1
Barry Boehm,B. Boehm,#00bfff,none,1
Ji Liu,J. Liu,#32CD32,none,1
Junyuan Xie,J. Xie,#32CD32,Nanjing University,1
Jacob Feldman,J. Feldman,#32CD32,Rutgers University,1
Louay Bazzi,L. Bazzi,#ffff00,American University of Beirut,0
Laura Pozzi,L. Pozzi,#d3d3d3,Università della Svizzera italiana,0
Stefan Dziembowski,S. Dziembowski,#ffff00,University of Warsaw,1
Indranil Gupta,I. Gupta,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Walterio Mayol-Cuevas,W. Mayol-Cuevas,#ffc0cb,none,1
Milind Sohoni,M. Sohoni,#ffff00,none,1
Samuel Bowman,S. Bowman,#32CD32,none,1
Wouter Meulemans,W. Meulemans,#ffc0cb,TU Eindhoven,1
Bettina Speckmann,B. Speckmann,#ffc0cb,TU Eindhoven,1
Syed Ahmed,S. Ahmed,#ffc0cb,none,1
Nicola Dell,N. Dell,#ffc0cb,Cornell University,1
Alexandra Fedorova,A. Fedorova,#00bfff,University of British Columbia,1
Susanne Bødker,S. Bødker,#ffc0cb,Aarhus University,1
Niels Bouvin,N. Bouvin,#ffc0cb,none,1
Farzad Farnoud,F. Farnoud,#ffc0cb,University of Virginia,1
Olgica Milenkovic,O. Milenkovic,#ffc0cb,Univ. of Illinois at Urbana-Champaign,1
Shelby Funk,S. Funk,#d3d3d3,none,0
Roberto Manduchi,R. Manduchi,#ffc0cb,University of California - Santa Cruz,0
Gianluca De Marco,G. De Marco,#ffff00,University of Salerno,1
Karthik Pattabiraman,K. Pattabiraman,#00bfff,University of British Columbia,1
Adriana Iamnitchi,A. Iamnitchi,#00bfff,University of South Florida,1
Pierre Clairambault,P. Clairambault,#ffff00,Ecole Normale Superieure de Lyon,1
Hyun Yang,H. Yang,#ffc0cb,none,0
Karl Aberer,K. Aberer,#32CD32,EPFL,1
Bryan Low,B. Low,#32CD32,none,1
Weidong Geng,W. Geng,#32CD32,Zhejiang University,1
Subramanian Ramanathan,S. Ramanathan,#32CD32,IIIT Hyderabad,1
Luca Allodi,L. Allodi,#d3d3d3,TU Eindhoven,0
Nicholas Ruozzi,N. Ruozzi,#32CD32,University of Texas at Dallas,1
Shahar Maoz,S. Maoz,#00bfff,Tel Aviv University,1
Dominik Slezak,D. Slezak,#00bfff,University of Warsaw,0
Chung-chieh Shan,C. Shan,#00bfff,Indiana University,1
Norman Ramsey,N. Ramsey,#00bfff,Tufts University,1
Scott MacKenzie,S. MacKenzie,#ffc0cb,York University,1
Kai Hormann,K. Hormann,#ffc0cb,Università della Svizzera italiana,1
Wei Ooi,W. Ooi,#00bfff,none,0
Ning 0017,N. 0017,#00bfff,none,1
Wenjing Lou,W. Lou,#00bfff,Virginia Tech,1
Peter Scheuermann,P. Scheuermann,#00bfff,Northwestern University,1
Goce Trajcevski,G. Trajcevski,#32CD32,Northwestern University,1
Max Shulaker,M. Shulaker,#00bfff,none,1
Feng 0005,F. 0005,#32CD32,none,1
Yoichi Sato,Y. Sato,#32CD32,University of Tokyo,1
Jia Li,J. Li,#32CD32,none,1
Hassan Foroosh,H. Foroosh,#32CD32,University of Central Florida,0
Shlomo Argamon,S. Argamon,#32CD32,Illinois Institute of Technology,1
Shanmuganathan Raman,S. Raman,#32CD32,IIT Gandhinagar,0
S. Venkatesan,S. Venkatesan,#00bfff,University of Texas at Dallas,0
Hany Farid,H. Farid,#ffc0cb,Dartmouth College,1
Jie Fu,J. Fu,#ffc0cb,Worcester Polytechnic Institute,1
Erik Cambria,E. Cambria,#32CD32,Nanyang Technological University,1
Li-Chen Fu,L. Fu,#ffc0cb,National Taiwan University,1
Jaesik Choi,J. Choi,#32CD32,UNIST,1
Sibin Mohan,S. Mohan,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Michael Carey,M. Carey,#00bfff,none,1
Boris Konev,B. Konev,#32CD32,University of Liverpool,1
Frans Coenen,F. Coenen,#ffc0cb,University of Liverpool,1
Michael Fisher,M. Fisher,#32CD32,none,1
Clare Dixon,C. Dixon,#32CD32,University of Liverpool,1
Ke Xu,K. Xu,#32CD32,none,0
Ke Xu,K. Xu,#d3d3d3,none,0
Christoph Weidenbach,C. Weidenbach,#ffff00,Max Planck Institute,0
Keijo Heljanko,K. Heljanko,#ffff00,Aalto University,1
Shankara Krishna,S. Krishna,#00bfff,none,1
Paige Rodeghero,P. Rodeghero,#00bfff,Clemson University,1
Sidney D'Mello,S. D'Mello,#00bfff,none,1
Serge Vaudenay,S. Vaudenay,#ffff00,EPFL,1
Xuejia Lai,X. Lai,#ffff00,Shanghai Jiao Tong University,1
Shuichi Sakai,S. Sakai,#00bfff,University of Tokyo,0
Tek-Jin Nam,T. Nam,#ffc0cb,KAIST,1
Xiangmin Zhou,X. Zhou,#ffc0cb,RMIT University,1
Judy Qiu,J. Qiu,#00bfff,Indiana University,1
Simon Dixon,S. Dixon,#ffc0cb,Queen Mary University of London,0
Bradford Heap,B. Heap,#32CD32,UNSW,1
Arya Mazumdar,A. Mazumdar,#32CD32,University of Massachusetts Amherst,1
Neil Dantam,N. Dantam,#ffc0cb,Colorado School of Mines,1
Jinshi Cui,J. Cui,#ffc0cb,Peking University,1
Huijing Zhao,H. Zhao,#ffc0cb,Peking University,1
Han Yu,H. Yu,#32CD32,Nanyang Technological University,1
Lukasz Kowalik,L. Kowalik,#32CD32,University of Warsaw,1
Vijay Nagarajan,V. Nagarajan,#00bfff,University of Edinburgh,1
Mary Inaba,M. Inaba,#00bfff,University of Tokyo,0
Tuomas Aura,T. Aura,#ffc0cb,Aalto University,1
Emiliano De Cristofaro,E. De Cristofaro,#00bfff,University College London,1
Rakesh Bobba,R. Bobba,#00bfff,Oregon State University,1
Shalabh Bhatnagar,S. Bhatnagar,#32CD32,IISc Bangalore,1
Scott Smith,S. Smith,#d3d3d3,none,1
Yuzhen Ye,Y. Ye,#ffc0cb,Indiana University,1
Jean Honorio,J. Honorio,#32CD32,Purdue University,1
Tristan Glatard,T. Glatard,#00bfff,Concordia University,0
Xueqi Cheng,X. Cheng,#32CD32,Chinese Academy of Sciences,1
Jiafeng Guo,J. Guo,#32CD32,Chinese Academy of Sciences,1
Jun Xu,J. Xu,#32CD32,none,1
Hermann Härtig,H. Härtig,#00bfff,TU Dresden,1
Matthias Hauswirth,M. Hauswirth,#00bfff,Università della Svizzera italiana,1
Maziar Goudarzi,M. Goudarzi,#d3d3d3,Sharif University of Technology,0
Andrew Sohn,A. Sohn,#00bfff,NJIT,0
Sungjin Ahn,S. Ahn,#32CD32,Rutgers University,1
Timothy Sherwood,T. Sherwood,#00bfff,University of California - Santa Barbara,1
Dongming Lu,D. Lu,#32CD32,Zhejiang University,1
Duanqing Xu,D. Xu,#32CD32,Zhejiang University,1
Sorin Draghici,S. Draghici,#ffc0cb,Wayne State University,1
Tin Nguyen,T. Nguyen,#ffc0cb,University of Nevada,1
Jose Renau,J. Renau,#00bfff,University of California - Santa Cruz,1
Matthew Guthaus,M. Guthaus,#00bfff,none,1
Wade Trappe,W. Trappe,#00bfff,Rutgers University,1
Stephen Pulman,S. Pulman,#32CD32,University of Oxford,0
Truong Nghiem,T. Nghiem,#00bfff,Northern Arizona University,1
Alex Pang,A. Pang,#ffc0cb,University of California - Santa Cruz,1
Shaowei Cai,S. Cai,#32CD32,Chinese Academy of Sciences,1
Diane Horton,D. Horton,#d3d3d3,University of Toronto,1
Michelle Craig,M. Craig,#d3d3d3,University of Toronto,1
Jennifer Campbell,J. Campbell,#d3d3d3,University of Toronto,1
Paul Gries,P. Gries,#d3d3d3,University of Toronto,1
Ben Stephenson,B. Stephenson,#d3d3d3,University of Calgary,1
K. Ramakrishnan,K. Ramakrishnan,#00bfff,none,1
Jorge Gonçalves,J. Gonçalves,#ffc0cb,University of Melbourne,1
Alexandre Bayen,A. Bayen,#32CD32,none,1
Shubham Jain,S. Jain,#00bfff,Old Dominion University,1
Hsu-Chun Hsiao,H. Hsiao,#00bfff,National Taiwan University,1
Michael Pazzani,M. Pazzani,#32CD32,none,1
Eugene Charniak,E. Charniak,#32CD32,Brown University,1
Zubair Shafiq,Z. Shafiq,#00bfff,University of Iowa,1
Richard Snodgrass,R. Snodgrass,#00bfff,none,0
David Schlangen,D. Schlangen,#32CD32,Bielefeld University,1
Casey Kennington,C. Kennington,#32CD32,Boise State University,1
Justin Domke,J. Domke,#32CD32,University of Massachusetts Amherst,1
Xuan Guo,X. Guo,#32CD32,University of North Texas,1
Qi Yu,Q. Yu,#32CD32,Rochester Institute of Technology,1
Anne Haake,A. Haake,#32CD32,none,1
Marina De Vos,M. De Vos,#32CD32,University of Bath,1
Julian Padget,J. Padget,#32CD32,University of Bath,1
Catherine Olschanowsky,C. Olschanowsky,#00bfff,Boise State University,1
Carlos Vázquez,C. Vázquez,#ffc0cb,ETS Montreal,0
Taylor Johnson,T. Johnson,#00bfff,Vanderbilt University,1
John Criswell,J. Criswell,#00bfff,University of Rochester,1
Kai Hu,K. Hu,#ffc0cb,Beihang University,0
Geoffrey Mainland,G. Mainland,#00bfff,Drexel University,1
Imad Elhajj,I. Elhajj,#ffc0cb,American University of Beirut,0
Jean-Patrick Gelas,J. Gelas,#d3d3d3,Ecole Normale Superieure de Lyon,1
Laurent Lefèvre,L. Lefèvre,#d3d3d3,Ecole Normale Superieure de Lyon,1
Daniel Keefe,D. Keefe,#ffc0cb,none,1
Sanda Harabagiu,S. Harabagiu,#32CD32,none,0
Gregory Dudek,G. Dudek,#ffc0cb,McGill University,1
Ian Mitchell,I. Mitchell,#ffc0cb,University of British Columbia,1
Rajeev Goré,R. Goré,#00bfff,Australian National University,1
Alwen Tiu,A. Tiu,#00bfff,Nanyang Technological University,1
Bertram Ludäscher,B. Ludäscher,#00bfff,Univ. of Illinois at Urbana-Champaign,1
Arnon Avron,A. Avron,#ffff00,Tel Aviv University,0
Alice Oh,A. Oh,#32CD32,none,1
Dongwoo Kim,D. Kim,#32CD32,Australian National University,1
Piyush Kumar,P. Kumar,#ffc0cb,Florida State University,1
Rasmus Møgelberg,R. Møgelberg,#ffff00,none,1
Ramakrishna Upadrasta,R. Upadrasta,#00bfff,IIT Hyderabad,1
Phong Nguyen,P. Nguyen,#32CD32,Ecole Normale Superieure,0
James Foley,J. Foley,#ffc0cb,none,0
Madhur Behl,M. Behl,#00bfff,University of Virginia,1
Aloysius Mok,A. Mok,#00bfff,none,1
Gerardo Canfora,G. Canfora,#00bfff,University of Sannio,1
Corrado Visaggio,C. Visaggio,#00bfff,none,1
Luigi Cerulo,L. Cerulo,#ffc0cb,University of Sannio,1
Lerina Aversano,L. Aversano,#00bfff,University of Sannio,1
Yawen Chen,Y. Chen,#32CD32,University of Otago,1
Jeffrey Chan,J. Chan,#32CD32,RMIT University,1
Christophe Gravier,C. Gravier,#32CD32,Université Jean Monnet,1
Dominik Michels,D. Michels,#ffc0cb,none,1
Alfred Bruckstein,A. Bruckstein,#32CD32,none,1
Ron Kimmel,R. Kimmel,#32CD32,Technion,1
Inês Lynce,I. Lynce,#32CD32,Universidade de Lisboa,1
Mark Hoogendoorn,M. Hoogendoorn,#32CD32,VU Amsterdam,1
Gabriel Parmer,G. Parmer,#00bfff,George Washington University,1
Richard West,R. West,#00bfff,Boston University,1
Rahul Simha,R. Simha,#00bfff,George Washington University,1
Bhagirath Narahari,B. Narahari,#00bfff,George Washington University,1
Xiaoqing Lu,X. Lu,#32CD32,Peking University,1
Yongtao Wang,Y. Wang,#32CD32,Peking University,1
Robert Cartwright,R. Cartwright,#d3d3d3,Rice University,0
Hao 0011,H. 0011,#ffc0cb,none,1
Guy Katz,G. Katz,#ffff00,Hebrew University of Jerusalem,1
Matthias Kranz,M. Kranz,#ffc0cb,University of Passau,0
Janaki Srinivasan,J. Srinivasan,#d3d3d3,IIIT Bangalore,0
Tamara Munzner,T. Munzner,#ffc0cb,University of British Columbia,1
Anthony Hornof,A. Hornof,#ffc0cb,none,1
Leandro Fernandes,L. Fernandes,#ffc0cb,none,1
Esteban Clua,E. Clua,#ffc0cb,UFF,1
Gladimir Baranoski,G. Baranoski,#ffc0cb,University of Waterloo,1
Volodymyr Kuleshov,V. Kuleshov,#32CD32,Cornell University,1
Serafim Batzoglou,S. Batzoglou,#ffc0cb,Stanford University,1
Cesare Tinelli,C. Tinelli,#ffff00,University of Iowa,1
Wenli Zheng,W. Zheng,#d3d3d3,Shanghai Jiao Tong University,0
Evangelos Karapanos,E. Karapanos,#ffc0cb,Cyprus University of Technology,1
Mehran Sahami,M. Sahami,#32CD32,Stanford University,1
Alexander Bronstein,A. Bronstein,#32CD32,none,1
Suchendra Bhandarkar,S. Bhandarkar,#ffc0cb,none,1
Michael Brünig,M. Brünig,#ffc0cb,University of Queensland,0
Zhentao Li,Z. Li,#32CD32,Ecole Normale Superieure,1
Adrian Vetta,A. Vetta,#ffff00,McGill University,1
Zhaohui Qin,Z. Qin,#ffc0cb,none,1
Pak Li,P. Li,#ffc0cb,none,1
Sang Jun,S. Jun,#00bfff,none,1
Balajee Vamanan,B. Vamanan,#00bfff,University of Illinois at Chicago,1
T. Vijaykumar,T. Vijaykumar,#00bfff,none,1
Vineet Gandhi,V. Gandhi,#ffc0cb,IIIT Hyderabad,0
Haibo Zhang,H. Zhang,#d3d3d3,none,1
Hong Shen,H. Shen,#d3d3d3,none,1
Amnon Ta-Shma,A. Ta-Shma,#ffff00,Tel Aviv University,1
Amir Avestimehr,A. Avestimehr,#32CD32,none,0
Ashok Agrawala,A. Agrawala,#00bfff,none,1
A. Shankar,A. Shankar,#00bfff,none,1
Fabio Zambetta,F. Zambetta,#32CD32,RMIT University,1
Refik Molva,R. Molva,#d3d3d3,EURECOM,0
Baobao Chang,B. Chang,#32CD32,Peking University,1
Houfeng Wang,H. Wang,#32CD32,Peking University,1
Adalberto Simeone,A. Simeone,#ffc0cb,none,1
Eduardo Velloso,E. Velloso,#ffc0cb,University of Melbourne,1
Yanyan Shen,Y. Shen,#00bfff,Shanghai Jiao Tong University,1
Y. Tay,Y. Tay,#00bfff,none,1
Ee-Chien Chang,E. Chang,#00bfff,National University of Singapore,1
David Feil-Seifer,D. Feil-Seifer,#ffc0cb,University of Nevada,1
Hung La,H. La,#ffc0cb,none,1
Dirk Fahland,D. Fahland,#d3d3d3,TU Eindhoven,1
Xin Xia,X. Xia,#d3d3d3,Monash University,1
Carlisle Adams,C. Adams,#d3d3d3,University of Ottawa,0
Shih-Chieh Chang,S. Chang,#00bfff,National Tsing Hua University,1
Chenye Wu,C. Wu,#d3d3d3,Tsinghua University,1
Steven Zucker,S. Zucker,#32CD32,none,1
Ted Huffmire,T. Huffmire,#00bfff,Naval Postgraduate School,1
Cynthia Irvine,C. Irvine,#00bfff,none,1
Zhang Xiong,Z. Xiong,#32CD32,Beihang University,1
Gruia-Catalin Roman,G. Roman,#00bfff,University of New Mexico,1
Sourav Dandapat,S. Dandapat,#ffc0cb,none,1
Nachum Dershowitz,N. Dershowitz,#32CD32,Tel Aviv University,1
Dennis Kafura,D. Kafura,#d3d3d3,none,1
Clifford Shaffer,C. Shaffer,#ffc0cb,none,1
Sibel Adali,S. Adali,#32CD32,Rensselaer Polytechnic Institute,1
Lindsay Groves,L. Groves,#ffff00,Victoria University of Wellington,0
Anu Bourgeois,A. Bourgeois,#d3d3d3,none,0
Yiqiang Chen,Y. Chen,#32CD32,Chinese Academy of Sciences,1
Pavel Skums,P. Skums,#ffc0cb,Georgia State University,1
Alex Zelikovsky,A. Zelikovsky,#ffc0cb,Georgia State University,1
Juho Kannala,J. Kannala,#32CD32,Aalto University,1
Michael Neff,M. Neff,#ffc0cb,University of California - Davis,1
Mubbasir Kapadia,M. Kapadia,#ffc0cb,Rutgers University,1
Lei 0006,L. 0006,#ffc0cb,none,0
Sayan Mitra,S. Mitra,#ffff00,Univ. of Illinois at Urbana-Champaign,1
Raymond Wong,R. Wong,#32CD32,none,1
Yan Huang,Y. Huang,#00bfff,none,1
Ariel Liebman,A. Liebman,#ffc0cb,Monash University,1
Kevin Verbeek,K. Verbeek,#ffc0cb,TU Eindhoven,1
Tamás Gedeon,T. Gedeon,#ffc0cb,none,1
Jianting Zhang,J. Zhang,#d3d3d3,CUNY,0
Zongqing Lu,Z. Lu,#ffc0cb,Peking University,1
Guohong Cao,G. Cao,#00bfff,Pennsylvania State University,1
Donald Wunsch,D. Wunsch,#ffc0cb,none,0
Martin Vingron,M. Vingron,#ffc0cb,Max Planck Institute,0
Alessandra Russo,A. Russo,#00bfff,Imperial College London,1
Anderson Rocha,A. Rocha,#32CD32,UNICAMP,1
Walter Scheirer,W. Scheirer,#32CD32,none,1
Terrance Boult,T. Boult,#32CD32,none,1
Patrick Thiran,P. Thiran,#00bfff,EPFL,1
Stan Li,S. Li,#32CD32,none,1
Charles Anderson,C. Anderson,#00bfff,none,0
Ying Cai,Y. Cai,#00bfff,Iowa State University,0
Michael Langston,M. Langston,#ffff00,none,1
Wendy Myrvold,W. Myrvold,#ffff00,University of Victoria,1
Shi-Kuo Chang,S. Chang,#32CD32,University of Pittsburgh,0
Jonathan Scarlett,J. Scarlett,#32CD32,National University of Singapore,1
Emre Telatar,E. Telatar,#00bfff,EPFL,1
Yong 0008,Y. 0008,#00bfff,none,1
Allen Tannenbaum,A. Tannenbaum,#32CD32,none,1
Jie 0005,J. 0005,#32CD32,none,1
Krishna Palem,K. Palem,#00bfff,none,0
Graeme Hirst,G. Hirst,#32CD32,University of Toronto,1
Max Mühlhäuser,M. Mühlhäuser,#ffc0cb,TU Darmstadt,1
Ramgopal Mettu,R. Mettu,#32CD32,none,1
Yanwen Guo,Y. Guo,#ffc0cb,Nanjing University,1
Patrick Flynn,P. Flynn,#00bfff,none,1
Aaron Striegel,A. Striegel,#00bfff,University of Notre Dame,1
Kemal Oflazer,K. Oflazer,#32CD32,Carnegie Mellon University,1
Susanne Hambrusch,S. Hambrusch,#d3d3d3,none,1
Yi-Cheng Tu,Y. Tu,#00bfff,University of South Florida,1
Bin Yao,B. Yao,#ffc0cb,Shanghai Jiao Tong University,1
David Chelberg,D. Chelberg,#ffc0cb,none,0
Lin Liu,L. Liu,#32CD32,none,1
Hernán Melgratti,H. Melgratti,#d3d3d3,none,0
Sukyoung Ryu,S. Ryu,#00bfff,KAIST,0
Kaizhong Zhang,K. Zhang,#ffc0cb,Western University,1
Jeremy Buhler,J. Buhler,#00bfff,Washington University in St. Louis,1
Robert Constable,R. Constable,#ffff00,none,0
Adrian Sandu,A. Sandu,#00bfff,Virginia Tech,0
Brent Kang,B. Kang,#00bfff,none,1
Jesper Kjeldskov,J. Kjeldskov,#ffc0cb,University of Melbourne,0
Valentine Kabanets,V. Kabanets,#ffff00,Simon Fraser University,1
Yunhong Wang,Y. Wang,#32CD32,Beihang University,1
Ronald Rensink,R. Rensink,#ffc0cb,none,1
Ren-Song Tsay,R. Tsay,#00bfff,National Tsing Hua University,1
Ting-Chi Wang,T. Wang,#00bfff,National Tsing Hua University,1
Sebastian Maneth,S. Maneth,#00bfff,University of Edinburgh,1
Amarda Shehu,A. Shehu,#ffc0cb,George Mason University,0
Ness Shroff,N. Shroff,#00bfff,none,1
Zizhan Zheng,Z. Zheng,#00bfff,Tulane University,1
Mark Gahegan,M. Gahegan,#ffc0cb,University of Auckland,0
Alastair Beresford,A. Beresford,#00bfff,none,0
Shujun Li,S. Li,#d3d3d3,University of Kent,1
Yvo Desmedt,Y. Desmedt,#ffff00,University of Texas at Dallas,1
Ernest Davis,E. Davis,#32CD32,New York University,0
Kai Sun,K. Sun,#ffc0cb,University of Tennessee,1
Natasa Przulj,N. Przulj,#ffc0cb,University College London,1
Murray Cole,M. Cole,#d3d3d3,University of Edinburgh,0
Rafael Bordini,R. Bordini,#d3d3d3,none,1
Wanxiang Che,W. Che,#32CD32,Harbin Institute of Technology,1
Chase Wu,C. Wu,#d3d3d3,none,1
Xubin He,X. He,#00bfff,Temple University,1
Bonnie MacKay,B. MacKay,#ffc0cb,Dalhousie University,1
Carolyn Watters,C. Watters,#ffc0cb,none,1
Derek Reilly,D. Reilly,#ffc0cb,Dalhousie University,1
Tao 0009,T. 0009,#32CD32,none,0
Guido Gerig,G. Gerig,#32CD32,New York University,1
Stephen Pizer,S. Pizer,#32CD32,none,1
Martin Styner,M. Styner,#32CD32,University of North Carolina,1
J. Marron,J. Marron,#32CD32,none,1
Chunyang Chen,C. Chen,#00bfff,Monash University,1
Barton Miller,B. Miller,#00bfff,none,1
Daniel Reed,D. Reed,#00bfff,none,1
François Gygi,F. Gygi,#00bfff,University of California - Davis,1
Frank Mueller,F. Mueller,#00bfff,North Carolina State University,1
Felix Wolf,F. Wolf,#00bfff,none,1
John Hartman,J. Hartman,#00bfff,none,1
Jonas Kuhn,J. Kuhn,#32CD32,University of Stuttgart,0
Daniel Jiménez-González,D. Jiménez-González,#d3d3d3,Polytechnic University of Catalonia,1
Mirella Moro,M. Moro,#00bfff,none,1
Martin Berzins,M. Berzins,#00bfff,University of Utah,0
Predrag Radivojac,P. Radivojac,#ffc0cb,Northeastern University,1
Carlo Pinciroli,C. Pinciroli,#ffc0cb,Worcester Polytechnic Institute,0
Subodh Kumar,S. Kumar,#d3d3d3,IIT Delhi,1
Sorav Bansal,S. Bansal,#00bfff,IIT Delhi,1
Xiuzhen Cheng,X. Cheng,#00bfff,George Washington University,1
Eleazar Eskin,E. Eskin,#ffc0cb,University of California - Los Angeles,1
Jianping Wu,J. Wu,#00bfff,Tsinghua University,1
Raanan Fattal,R. Fattal,#ffc0cb,Hebrew University of Jerusalem,1
Marcello Restelli,M. Restelli,#32CD32,Politecnico di Milano,1
Matthew Toews,M. Toews,#32CD32,ETS Montreal,0
Walid Magdy,W. Magdy,#32CD32,University of Edinburgh,1
Kanad Ghose,K. Ghose,#00bfff,Binghamton University,1
Dmitry Ponomarev,D. Ponomarev,#00bfff,Binghamton University,1
Chentao Wu,C. Wu,#d3d3d3,Shanghai Jiao Tong University,1
Kartikeya Mayaram,K. Mayaram,#00bfff,Oregon State University,1
Un-Ku Moon,U. Moon,#00bfff,Oregon State University,1
Sung Hwang,S. Hwang,#32CD32,none,1
Julita Vassileva,J. Vassileva,#ffc0cb,University of Saskatchewan,1
Rita Orji,R. Orji,#ffc0cb,Dalhousie University,1
Xiaolin Zheng,X. Zheng,#32CD32,Zhejiang University,1
Deren Chen,D. Chen,#32CD32,Zhejiang University,1
Katharina Krombholz,K. Krombholz,#00bfff,CISPA Helmholtz Center i.G.,0
Jiang Zheng,J. Zheng,#ffc0cb,none,0
Edoardo Serra,E. Serra,#d3d3d3,Boise State University,1
Andrei Bulatov,A. Bulatov,#ffff00,Simon Fraser University,0
Xiaowen Chu,X. Chu,#ffc0cb,Hong Kong Baptist University,0
Joseph Ng,J. Ng,#d3d3d3,none,0
Murtuza Jadliwala,M. Jadliwala,#ffc0cb,University of Texas at San Antonio,1
Jason Ernst,J. Ernst,#ffc0cb,University of California - Los Angeles,1
Yannis Cotronis,Y. Cotronis,#d3d3d3,University of Athens,0
Wei Ding,W. Ding,#32CD32,none,1
Fabiano Hessel,F. Hessel,#d3d3d3,PUC-RS,1
César Marcon,C. Marcon,#d3d3d3,none,1
Na Meng,N. Meng,#00bfff,Virginia Tech,1
Yuanfang Cai,Y. Cai,#00bfff,Drexel University,1
Bernhard Mitschang,B. Mitschang,#00bfff,University of Stuttgart,0
Petros Drineas,P. Drineas,#32CD32,Purdue University,1
Carl Ek,C. Ek,#ffc0cb,none,1
Kaiyu Hang,K. Hang,#ffc0cb,HKUST,1
Xia Yin,X. Yin,#00bfff,Tsinghua University,1
